Date,Market,Arrival(q),Price Minimum (Rs/q),Price Maximum (Rs/q),Modal Price (Rs/q)
15/Feb/2017,ALWAR(RAJ),303,800,900,850
16/Feb/2017,ALWAR(RAJ),326,800,900,850
17/Feb/2017,ALWAR(RAJ),252,800,1000,900
21/Feb/2017,ALWAR(RAJ),1008,800,900,850
22/Feb/2017,ALWAR(RAJ),702,800,1000,900
23/Feb/2017,ALWAR(RAJ),42,600,800,700
28/Feb/2017,ALWAR(RAJ),321,800,900,850
02/Mar/2017,ALWAR(RAJ),334,700,900,800
03/Mar/2017,ALWAR(RAJ),980,400,900,800
06/Mar/2017,ALWAR(RAJ),655,800,900,850
07/Mar/2017,ALWAR(RAJ),573,800,900,850
09/Mar/2017,ALWAR(RAJ),311,800,900,850
10/Mar/2017,ALWAR(RAJ),545,800,900,850
15/Mar/2017,ALWAR(RAJ),830,800,900,850
16/Mar/2017,ALWAR(RAJ),240,800,900,850
20/Mar/2017,ALWAR(RAJ),983,800,900,850
21/Mar/2017,ALWAR(RAJ),339,800,900,850
22/Mar/2017,ALWAR(RAJ),1029,800,900,850
23/Mar/2017,ALWAR(RAJ),574,800,900,850
24/Mar/2017,ALWAR(RAJ),645,800,900,850
27/Mar/2017,ALWAR(RAJ),433,700,900,800
30/Mar/2017,ALWAR(RAJ),757,700,800,750
05/Apr/2017,ALWAR(RAJ),166,700,900,800
06/Apr/2017,ALWAR(RAJ),213,700,900,800
07/Apr/2017,ALWAR(RAJ),17,3000,3500,3250
09/Apr/2017,ALWAR(RAJ),607,900,1000,950
10/Apr/2017,ALWAR(RAJ),607,900,1000,950
13/Apr/2017,ALWAR(RAJ),905,700,900,800
18/Apr/2017,ALWAR(RAJ),911,700,900,800
20/Apr/2017,ALWAR(RAJ),1494,400,900,800
24/Apr/2017,ALWAR(RAJ),483,700,900,800
25/Apr/2017,ALWAR(RAJ),503,600,900,750
26/Apr/2017,ALWAR(RAJ),568,600,900,750
27/Apr/2017,ALWAR(RAJ),400,700,900,800
28/Apr/2017,ALWAR(RAJ),538,700,900,800
03/Jan/2017,AMRITSAR(PB),400,600,1000,800
04/Jan/2017,AMRITSAR(PB),450,600,1000,800
05/Jan/2017,AMRITSAR(PB),800,600,1100,850
06/Jan/2017,AMRITSAR(PB),700,600,1100,850
07/Jan/2017,AMRITSAR(PB),1000,500,1000,800
09/Jan/2017,AMRITSAR(PB),1500,600,1000,800
10/Jan/2017,AMRITSAR(PB),800,600,1000,800
11/Jan/2017,AMRITSAR(PB),900,600,1100,800
12/Jan/2017,AMRITSAR(PB),1000,600,1000,800
14/Jan/2017,AMRITSAR(PB),400,600,1000,800
16/Jan/2017,AMRITSAR(PB),700,600,1000,800
18/Jan/2017,AMRITSAR(PB),200,600,1000,800
19/Jan/2017,AMRITSAR(PB),200,600,1000,800
20/Jan/2017,AMRITSAR(PB),700,600,1100,900
21/Jan/2017,AMRITSAR(PB),600,600,1100,900
23/Jan/2017,AMRITSAR(PB),800,600,1100,850
24/Jan/2017,AMRITSAR(PB),400,600,1100,850
25/Jan/2017,AMRITSAR(PB),700,500,1000,800
30/Jan/2017,AMRITSAR(PB),400,600,1100,850
02/Feb/2017,AMRITSAR(PB),800,500,900,700
06/Feb/2017,AMRITSAR(PB),1800,500,900,700
07/Feb/2017,AMRITSAR(PB),1000,500,900,700
08/Feb/2017,AMRITSAR(PB),700,500,900,750
13/Feb/2017,AMRITSAR(PB),1500,500,800,700
15/Feb/2017,AMRITSAR(PB),1500,500,900,750
16/Feb/2017,AMRITSAR(PB),650,500,800,700
17/Feb/2017,AMRITSAR(PB),800,500,800,650
20/Feb/2017,AMRITSAR(PB),800,500,800,650
21/Feb/2017,AMRITSAR(PB),700,500,800,650
22/Feb/2017,AMRITSAR(PB),1000,500,800,650
23/Feb/2017,AMRITSAR(PB),200,500,800,650
25/Feb/2017,AMRITSAR(PB),500,500,800,650
27/Feb/2017,AMRITSAR(PB),800,500,800,600
28/Feb/2017,AMRITSAR(PB),800,500,900,700
01/Mar/2017,AMRITSAR(PB),800,500,900,700
03/Mar/2017,AMRITSAR(PB),900,500,800,650
04/Mar/2017,AMRITSAR(PB),2000,500,800,700
06/Mar/2017,AMRITSAR(PB),2500,500,800,600
07/Mar/2017,AMRITSAR(PB),800,500,800,700
08/Mar/2017,AMRITSAR(PB),500,500,800,700
09/Mar/2017,AMRITSAR(PB),400,600,900,700
10/Mar/2017,AMRITSAR(PB),400,600,800,700
11/Mar/2017,AMRITSAR(PB),700,700,900,800
13/Mar/2017,AMRITSAR(PB),600,700,900,800
14/Mar/2017,AMRITSAR(PB),700,700,900,800
15/Mar/2017,AMRITSAR(PB),900,700,900,800
16/Mar/2017,AMRITSAR(PB),300,600,900,700
17/Mar/2017,AMRITSAR(PB),300,700,900,800
18/Mar/2017,AMRITSAR(PB),350,600,900,700
20/Mar/2017,AMRITSAR(PB),600,600,800,700
21/Mar/2017,AMRITSAR(PB),500,700,900,800
22/Mar/2017,AMRITSAR(PB),250,700,900,800
25/Mar/2017,AMRITSAR(PB),700,600,900,800
27/Mar/2017,AMRITSAR(PB),700,600,900,800
28/Mar/2017,AMRITSAR(PB),900,500,800,600
29/Mar/2017,AMRITSAR(PB),300,500,800,700
30/Mar/2017,AMRITSAR(PB),300,500,900,700
01/Apr/2017,AMRITSAR(PB),300,500,900,700
03/Apr/2017,AMRITSAR(PB),400,600,800,700
04/Apr/2017,AMRITSAR(PB),100,600,800,700
05/Apr/2017,AMRITSAR(PB),300,600,900,700
06/Apr/2017,AMRITSAR(PB),500,600,900,700
08/Apr/2017,AMRITSAR(PB),1000,600,800,700
10/Apr/2017,AMRITSAR(PB),800,600,900,800
11/Apr/2017,AMRITSAR(PB),700,500,900,700
12/Apr/2017,AMRITSAR(PB),800,500,900,800
13/Apr/2017,AMRITSAR(PB),700,500,900,700
15/Apr/2017,AMRITSAR(PB),700,600,900,800
17/Apr/2017,AMRITSAR(PB),600,700,1000,800
18/Apr/2017,AMRITSAR(PB),800,600,900,800
19/Apr/2017,AMRITSAR(PB),700,500,900,800
20/Apr/2017,AMRITSAR(PB),700,500,900,700
21/Apr/2017,AMRITSAR(PB),1000,500,900,700
22/Apr/2017,AMRITSAR(PB),1100,500,800,700
24/Apr/2017,AMRITSAR(PB),700,500,900,700
25/Apr/2017,AMRITSAR(PB),650,500,900,700
26/Apr/2017,AMRITSAR(PB),550,500,900,700
27/Apr/2017,AMRITSAR(PB),500,500,900,800
28/Apr/2017,AMRITSAR(PB),500,500,900,700
02/Jan/2017,ASANSOL (WB),500,1100,1500,1400
03/Jan/2017,ASANSOL (WB),450,1100,1500,1400
04/Jan/2017,ASANSOL (WB),500,1100,1300,1200
05/Jan/2017,ASANSOL (WB),450,1100,1300,1200
09/Jan/2017,ASANSOL (WB),500,1100,1300,1200
10/Jan/2017,ASANSOL (WB),450,1100,1300,1200
11/Jan/2017,ASANSOL (WB),500,1100,1300,1200
13/Jan/2017,ASANSOL (WB),450,1100,1300,1200
14/Jan/2017,ASANSOL (WB),500,1100,1400,1300
16/Jan/2017,ASANSOL (WB),500,1200,1400,1300
17/Jan/2017,ASANSOL (WB),120,400,600,500
18/Jan/2017,ASANSOL (WB),450,1100,1300,1200
19/Jan/2017,ASANSOL (WB),500,1100,1300,1200
20/Jan/2017,ASANSOL (WB),450,1100,1300,1200
21/Jan/2017,ASANSOL (WB),450,1100,1300,1200
22/Jan/2017,ASANSOL (WB),500,1100,1300,1200
25/Jan/2017,ASANSOL (WB),450,1100,1300,1200
26/Jan/2017,ASANSOL (WB),400,1100,1300,1200
27/Jan/2017,ASANSOL (WB),450,1100,1300,1200
28/Jan/2017,ASANSOL (WB),500,1100,1300,1200
29/Jan/2017,ASANSOL (WB),450,1100,1300,1200
30/Jan/2017,ASANSOL (WB),500,1100,1300,1200
01/Feb/2017,ASANSOL (WB),500,1100,1300,1200
02/Feb/2017,ASANSOL (WB),450,1100,1300,1200
03/Feb/2017,ASANSOL (WB),500,1100,1300,1200
04/Feb/2017,ASANSOL (WB),450,1100,1300,1200
05/Feb/2017,ASANSOL (WB),500,1100,1300,1200
06/Feb/2017,ASANSOL (WB),450,1100,1300,1200
07/Feb/2017,ASANSOL (WB),500,1100,1300,1200
08/Feb/2017,ASANSOL (WB),500,1100,1300,1200
09/Feb/2017,ASANSOL (WB),450,1100,1300,1200
10/Feb/2017,ASANSOL (WB),500,1100,1300,1200
11/Feb/2017,ASANSOL (WB),450,1100,1300,1200
12/Feb/2017,ASANSOL (WB),50,1000,1300,1200
13/Feb/2017,ASANSOL (WB),450,1100,1300,1200
14/Feb/2017,ASANSOL (WB),500,1000,1200,1100
15/Feb/2017,ASANSOL (WB),450,1000,1200,1100
17/Feb/2017,ASANSOL (WB),450,1000,1200,1100
18/Feb/2017,ASANSOL (WB),500,1000,1200,1100
19/Feb/2017,ASANSOL (WB),450,1000,1200,1100
21/Feb/2017,ASANSOL (WB),500,1000,1200,1100
23/Feb/2017,ASANSOL (WB),500,1000,1200,1100
24/Feb/2017,ASANSOL (WB),500,1000,1200,1100
25/Feb/2017,ASANSOL (WB),500,1000,1200,1100
26/Feb/2017,ASANSOL (WB),450,1000,1200,1100
27/Feb/2017,ASANSOL (WB),450,1000,1200,1100
28/Feb/2017,ASANSOL (WB),450,1000,1200,1100
01/Mar/2017,ASANSOL (WB),500,1000,1200,1100
02/Mar/2017,ASANSOL (WB),450,1000,1200,1100
03/Mar/2017,ASANSOL (WB),450,1000,1200,1100
04/Mar/2017,ASANSOL (WB),450,1000,1200,1100
05/Mar/2017,ASANSOL (WB),450,1000,1200,1000
06/Mar/2017,ASANSOL (WB),500,1000,1200,1100
07/Mar/2017,ASANSOL (WB),450,1000,1200,1100
08/Mar/2017,ASANSOL (WB),500,1000,1200,1100
09/Mar/2017,ASANSOL (WB),500,1000,1200,1100
10/Mar/2017,ASANSOL (WB),450,1000,1200,1100
11/Mar/2017,ASANSOL (WB),450,1000,1200,1100
12/Mar/2017,ASANSOL (WB),450,1000,1200,1100
13/Mar/2017,ASANSOL (WB),500,1000,1200,1100
14/Mar/2017,ASANSOL (WB),450,1000,1200,1100
15/Mar/2017,ASANSOL (WB),500,1000,1200,1100
16/Mar/2017,ASANSOL (WB),500,900,1150,1050
17/Mar/2017,ASANSOL (WB),450,900,1150,1050
18/Mar/2017,ASANSOL (WB),500,900,1150,1050
19/Mar/2017,ASANSOL (WB),450,900,1150,1050
20/Mar/2017,ASANSOL (WB),450,1000,1200,1100
23/Mar/2017,ASANSOL (WB),500,1000,1200,1100
24/Mar/2017,ASANSOL (WB),500,1000,1200,1100
25/Mar/2017,ASANSOL (WB),450,1000,1200,1100
26/Mar/2017,ASANSOL (WB),450,1000,1200,1100
27/Mar/2017,ASANSOL (WB),500,900,1100,1050
28/Mar/2017,ASANSOL (WB),450,900,1100,1050
29/Mar/2017,ASANSOL (WB),500,900,1100,1050
30/Mar/2017,ASANSOL (WB),500,800,950,900
31/Mar/2017,ASANSOL (WB),500,800,950,900
01/Apr/2017,ASANSOL (WB),450,800,950,900
02/Apr/2017,ASANSOL (WB),450,800,950,900
03/Apr/2017,ASANSOL (WB),500,800,950,900
04/Apr/2017,ASANSOL (WB),450,800,950,900
05/Apr/2017,ASANSOL (WB),500,800,950,900
06/Apr/2017,ASANSOL (WB),450,800,950,900
07/Apr/2017,ASANSOL (WB),500,800,950,900
08/Apr/2017,ASANSOL (WB),500,800,950,900
10/Apr/2017,ASANSOL (WB),450,700,1000,900
12/Apr/2017,ASANSOL (WB),500,700,1000,900
13/Apr/2017,ASANSOL (WB),450,700,1000,900
15/Apr/2017,ASANSOL (WB),500,700,1000,900
16/Apr/2017,ASANSOL (WB),450,700,1000,900
18/Apr/2017,ASANSOL (WB),500,800,1100,1000
19/Apr/2017,ASANSOL (WB),450,800,1100,1000
20/Apr/2017,ASANSOL (WB),500,800,1100,1000
21/Apr/2017,ASANSOL (WB),500,800,1100,1000
22/Apr/2017,ASANSOL (WB),450,800,1100,1000
23/Apr/2017,ASANSOL (WB),450,800,1100,1000
24/Apr/2017,ASANSOL (WB),500,800,1100,1000
25/Apr/2017,ASANSOL (WB),500,800,1100,1000
26/Apr/2017,ASANSOL (WB),500,800,1100,1000
27/Apr/2017,ASANSOL (WB),450,800,1100,1000
28/Apr/2017,ASANSOL (WB),500,800,1100,1000
02/Jan/2017,AURANGABAD(MS),358,200,750,475
03/Jan/2017,AURANGABAD(MS),499,275,725,500
04/Jan/2017,AURANGABAD(MS),534,300,700,500
05/Jan/2017,AURANGABAD(MS),730,200,750,475
07/Jan/2017,AURANGABAD(MS),505,200,700,450
09/Jan/2017,AURANGABAD(MS),510,100,750,425
10/Jan/2017,AURANGABAD(MS),570,250,750,500
11/Jan/2017,AURANGABAD(MS),700,100,800,450
12/Jan/2017,AURANGABAD(MS),723,200,700,450
14/Jan/2017,AURANGABAD(MS),376,300,700,500
16/Jan/2017,AURANGABAD(MS),453,250,750,500
18/Jan/2017,AURANGABAD(MS),550,300,700,500
19/Jan/2017,AURANGABAD(MS),889,100,700,400
21/Jan/2017,AURANGABAD(MS),454,200,750,475
23/Jan/2017,AURANGABAD(MS),385,100,600,350
24/Jan/2017,AURANGABAD(MS),489,200,600,400
25/Jan/2017,AURANGABAD(MS),328,300,600,450
28/Jan/2017,AURANGABAD(MS),350,200,600,400
30/Jan/2017,AURANGABAD(MS),523,175,625,400
31/Jan/2017,AURANGABAD(MS),570,200,650,425
01/Feb/2017,AURANGABAD(MS),474,150,650,400
02/Feb/2017,AURANGABAD(MS),805,100,600,350
04/Feb/2017,AURANGABAD(MS),543,200,600,400
06/Feb/2017,AURANGABAD(MS),409,300,600,450
07/Feb/2017,AURANGABAD(MS),703,200,625,413
08/Feb/2017,AURANGABAD(MS),915,200,600,400
09/Feb/2017,AURANGABAD(MS),1467,100,600,350
11/Feb/2017,AURANGABAD(MS),1203,150,450,300
13/Feb/2017,AURANGABAD(MS),793,150,600,375
15/Feb/2017,AURANGABAD(MS),76,300,700,500
18/Feb/2017,AURANGABAD(MS),742,200,650,425
20/Feb/2017,AURANGABAD(MS),675,200,500,350
21/Feb/2017,AURANGABAD(MS),750,150,550,350
22/Feb/2017,AURANGABAD(MS),795,300,700,500
23/Feb/2017,AURANGABAD(MS),1445,200,650,550
25/Feb/2017,AURANGABAD(MS),523,300,650,475
27/Feb/2017,AURANGABAD(MS),633,200,700,450
28/Feb/2017,AURANGABAD(MS),520,300,700,500
01/Mar/2017,AURANGABAD(MS),529,300,700,500
02/Mar/2017,AURANGABAD(MS),483,400,700,550
04/Mar/2017,AURANGABAD(MS),352,400,700,550
06/Mar/2017,AURANGABAD(MS),673,300,650,475
07/Mar/2017,AURANGABAD(MS),598,200,650,425
08/Mar/2017,AURANGABAD(MS),630,200,600,400
09/Mar/2017,AURANGABAD(MS),778,200,600,400
11/Mar/2017,AURANGABAD(MS),547,150,600,375
14/Mar/2017,AURANGABAD(MS),757,300,700,500
21/Mar/2017,AURANGABAD(MS),439,300,600,450
22/Mar/2017,AURANGABAD(MS),375,275,625,450
23/Mar/2017,AURANGABAD(MS),397,300,700,500
25/Mar/2017,AURANGABAD(MS),573,300,600,450
27/Mar/2017,AURANGABAD(MS),613,250,650,450
29/Mar/2017,AURANGABAD(MS),205,300,800,550
30/Mar/2017,AURANGABAD(MS),700,150,650,400
01/Apr/2017,AURANGABAD(MS),283,300,600,450
06/Apr/2017,AURANGABAD(MS),735,200,600,400
09/Apr/2017,AURANGABAD(MS),597,200,600,400
10/Apr/2017,AURANGABAD(MS),435,300,600,450
11/Apr/2017,AURANGABAD(MS),643,200,600,400
12/Apr/2017,AURANGABAD(MS),518,200,625,413
15/Apr/2017,AURANGABAD(MS),646,100,650,375
17/Apr/2017,AURANGABAD(MS),439,200,600,400
18/Apr/2017,AURANGABAD(MS),124,400,600,500
19/Apr/2017,AURANGABAD(MS),454,200,600,400
20/Apr/2017,AURANGABAD(MS),375,100,600,350
22/Apr/2017,AURANGABAD(MS),406,200,600,400
24/Apr/2017,AURANGABAD(MS),373,200,500,350
25/Apr/2017,AURANGABAD(MS),382,150,550,350
29/Apr/2017,AURANGABAD(MS),525,100,550,325
02/Jan/2017,BALLIA(UP),300,875,950,910
06/Jan/2017,BALLIA(UP),500,900,1000,940
07/Jan/2017,BALLIA(UP),600,900,950,930
09/Jan/2017,BALLIA(UP),500,900,1000,940
10/Jan/2017,BALLIA(UP),600,900,950,930
12/Jan/2017,BALLIA(UP),500,900,1000,940
13/Jan/2017,BALLIA(UP),600,900,1000,930
18/Jan/2017,BALLIA(UP),500,875,975,925
19/Jan/2017,BALLIA(UP),600,875,950,900
20/Jan/2017,BALLIA(UP),500,900,950,910
21/Jan/2017,BALLIA(UP),600,880,950,900
23/Jan/2017,BALLIA(UP),400,900,1000,960
25/Jan/2017,BALLIA(UP),400,925,1000,950
28/Jan/2017,BALLIA(UP),500,900,1000,930
30/Jan/2017,BALLIA(UP),600,900,975,920
31/Jan/2017,BALLIA(UP),700,900,1000,920
01/Feb/2017,BALLIA(UP),600,900,1000,910
02/Feb/2017,BALLIA(UP),500,900,1000,940
04/Feb/2017,BALLIA(UP),500,925,1000,960
06/Feb/2017,BALLIA(UP),400,925,1000,950
07/Feb/2017,BALLIA(UP),500,925,1000,960
08/Feb/2017,BALLIA(UP),600,900,1000,950
09/Feb/2017,BALLIA(UP),400,950,1000,970
10/Feb/2017,BALLIA(UP),500,920,1000,960
13/Feb/2017,BALLIA(UP),500,900,1000,950
14/Feb/2017,BALLIA(UP),400,925,1000,960
18/Feb/2017,BALLIA(UP),700,910,1000,950
20/Feb/2017,BALLIA(UP),800,910,1000,940
22/Feb/2017,BALLIA(UP),500,920,1000,960
23/Feb/2017,BALLIA(UP),400,950,1025,975
24/Feb/2017,BALLIA(UP),600,950,1025,975
25/Feb/2017,BALLIA(UP),500,950,1000,970
27/Feb/2017,BALLIA(UP),600,940,1010,970
28/Feb/2017,BALLIA(UP),700,875,925,900
01/Mar/2017,BALLIA(UP),800,880,1000,900
03/Mar/2017,BALLIA(UP),500,875,1000,900
06/Mar/2017,BALLIA(UP),700,925,1000,950
07/Mar/2017,BALLIA(UP),600,900,975,920
08/Mar/2017,BALLIA(UP),700,900,950,925
09/Mar/2017,BALLIA(UP),500,900,950,920
10/Mar/2017,BALLIA(UP),700,900,975,925
14/Mar/2017,BALLIA(UP),800,900,980,930
15/Mar/2017,BALLIA(UP),900,900,950,920
16/Mar/2017,BALLIA(UP),1000,880,950,910
17/Mar/2017,BALLIA(UP),800,900,950,920
18/Mar/2017,BALLIA(UP),800,900,950,920
20/Mar/2017,BALLIA(UP),500,900,1000,940
21/Mar/2017,BALLIA(UP),600,900,975,930
22/Mar/2017,BALLIA(UP),500,900,1000,925
23/Mar/2017,BALLIA(UP),600,900,950,925
24/Mar/2017,BALLIA(UP),500,910,1000,940
27/Mar/2017,BALLIA(UP),600,900,1000,930
28/Mar/2017,BALLIA(UP),700,900,1000,925
30/Mar/2017,BALLIA(UP),400,925,1000,940
31/Mar/2017,BALLIA(UP),700,925,1000,940
01/Apr/2017,BALLIA(UP),600,910,1000,950
03/Apr/2017,BALLIA(UP),600,930,1000,975
05/Apr/2017,BALLIA(UP),800,950,1025,980
06/Apr/2017,BALLIA(UP),600,925,1000,970
07/Apr/2017,BALLIA(UP),700,925,1000,960
10/Apr/2017,BALLIA(UP),900,850,900,875
12/Apr/2017,BALLIA(UP),600,840,920,900
13/Apr/2017,BALLIA(UP),500,870,960,900
14/Apr/2017,BALLIA(UP),600,860,950,890
15/Apr/2017,BALLIA(UP),700,850,950,880
17/Apr/2017,BALLIA(UP),600,875,950,900
18/Apr/2017,BALLIA(UP),800,900,980,925
19/Apr/2017,BALLIA(UP),700,940,1000,960
20/Apr/2017,BALLIA(UP),1000,950,1050,980
21/Apr/2017,BALLIA(UP),700,950,1025,975
22/Apr/2017,BALLIA(UP),1000,950,1050,1000
24/Apr/2017,BALLIA(UP),800,950,1025,980
25/Apr/2017,BALLIA(UP),600,850,1050,960
26/Apr/2017,BALLIA(UP),700,950,1025,980
27/Apr/2017,BALLIA(UP),600,950,1050,990
28/Apr/2017,BALLIA(UP),700,940,1000,980
29/Apr/2017,BALLIA(UP),800,950,1000,975
02/Jan/2017,BANGALORE,29380,200,1250,890
03/Jan/2017,BANGALORE,24230,200,1200,875
04/Jan/2017,BANGALORE,23120,200,1200,905
05/Jan/2017,BANGALORE,20177,200,1200,901
06/Jan/2017,BANGALORE,25060,200,1200,900
07/Jan/2017,BANGALORE,30810,100,1100,890
09/Jan/2017,BANGALORE,38630,200,1000,600
10/Jan/2017,BANGALORE,27820,200,1000,709
11/Jan/2017,BANGALORE,29110,200,1000,710
12/Jan/2017,BANGALORE,23580,200,1000,710
13/Jan/2017,BANGALORE,21990,200,1000,696
16/Jan/2017,BANGALORE,13693,200,1050,894
18/Jan/2017,BANGALORE,13390,200,1100,857
19/Jan/2017,BANGALORE,21084,200,1100,912
20/Jan/2017,BANGALORE,21917,200,1050,906
24/Jan/2017,BANGALORE,26677,200,950,842
25/Jan/2017,BANGALORE,21044,200,950,880
27/Jan/2017,BANGALORE,27810,200,960,820
28/Jan/2017,BANGALORE,23823,200,950,840
30/Jan/2017,BANGALORE,27340,200,1000,875
31/Jan/2017,BANGALORE,24713,200,1000,900
01/Feb/2017,BANGALORE,18922,200,1000,900
02/Feb/2017,BANGALORE,20037,200,1000,905
03/Feb/2017,BANGALORE,18660,200,1000,900
04/Feb/2017,BANGALORE,22330,200,1000,900
06/Feb/2017,BANGALORE,24190,200,1000,876
07/Feb/2017,BANGALORE,20560,200,1000,885
08/Feb/2017,BANGALORE,17533,200,1000,880
09/Feb/2017,BANGALORE,18908,300,1000,872
10/Feb/2017,BANGALORE,17760,300,1000,870
13/Feb/2017,BANGALORE,53630,300,1000,870
14/Feb/2017,BANGALORE,19416,300,1000,890
16/Feb/2017,BANGALORE,14370,300,1050,900
17/Feb/2017,BANGALORE,13080,300,1050,900
18/Feb/2017,BANGALORE,16380,300,1100,881
20/Feb/2017,BANGALORE,23416,300,1100,838
21/Feb/2017,BANGALORE,14170,300,1100,845
22/Feb/2017,BANGALORE,17910,300,1100,850
23/Feb/2017,BANGALORE,17220,300,1100,855
28/Feb/2017,BANGALORE,19530,300,1050,850
01/Mar/2017,BANGALORE,19440,300,1050,875
02/Mar/2017,BANGALORE,16299,300,1050,877
03/Mar/2017,BANGALORE,20560,300,1050,865
04/Mar/2017,BANGALORE,23350,300,1050,850
06/Mar/2017,BANGALORE,30729,400,1000,899
07/Mar/2017,BANGALORE,22750,300,950,880
08/Mar/2017,BANGALORE,26140,300,900,835
09/Mar/2017,BANGALORE,10520,300,900,800
10/Mar/2017,BANGALORE,17480,600,900,850
13/Mar/2017,BANGALORE,43290,600,900,770
14/Mar/2017,BANGALORE,15803,600,900,753
15/Mar/2017,BANGALORE,13730,600,900,755
16/Mar/2017,BANGALORE,15830,600,900,750
17/Mar/2017,BANGALORE,18050,600,950,770
18/Mar/2017,BANGALORE,14690,600,950,765
20/Mar/2017,BANGALORE,22600,600,950,775
21/Mar/2017,BANGALORE,17520,600,950,781
22/Mar/2017,BANGALORE,17320,600,950,772
23/Mar/2017,BANGALORE,18140,600,950,765
24/Mar/2017,BANGALORE,17020,600,900,755
25/Mar/2017,BANGALORE,22408,600,900,755
27/Mar/2017,BANGALORE,37100,600,900,750
28/Mar/2017,BANGALORE,37100,600,900,750
30/Mar/2017,BANGALORE,24790,600,900,745
31/Mar/2017,BANGALORE,15240,650,850,785
01/Apr/2017,BANGALORE,12970,600,900,805
03/Apr/2017,BANGALORE,22240,600,900,810
04/Apr/2017,BANGALORE,17380,600,950,820
05/Apr/2017,BANGALORE,11580,600,950,745
06/Apr/2017,BANGALORE,16170,300,950,715
07/Apr/2017,BANGALORE,16410,600,950,722
11/Apr/2017,BANGALORE,25320,600,900,750
12/Apr/2017,BANGALORE,24950,600,850,720
13/Apr/2017,BANGALORE,20830,600,850,710
15/Apr/2017,BANGALORE,34440,300,850,695
17/Apr/2017,BANGALORE,25810,550,800,680
18/Apr/2017,BANGALORE,19460,550,800,685
19/Apr/2017,BANGALORE,19480,550,800,680
20/Apr/2017,BANGALORE,12760,550,800,680
21/Apr/2017,BANGALORE,13140,550,800,675
22/Apr/2017,BANGALORE,18260,550,800,675
24/Apr/2017,BANGALORE,24600,500,850,670
25/Apr/2017,BANGALORE,17310,500,800,665
26/Apr/2017,BANGALORE,23330,500,800,670
27/Apr/2017,BANGALORE,18920,500,800,670
02/Jan/2017,BAREILLY(UP),180,750,750,750
03/Jan/2017,BAREILLY(UP),195,760,760,760
06/Jan/2017,BAREILLY(UP),510,725,725,725
07/Jan/2017,BAREILLY(UP),400,700,700,700
09/Jan/2017,BAREILLY(UP),950,725,725,725
10/Jan/2017,BAREILLY(UP),1170,710,710,710
12/Jan/2017,BAREILLY(UP),695,725,725,725
16/Jan/2017,BAREILLY(UP),290,775,775,775
17/Jan/2017,BAREILLY(UP),555,540,540,540
18/Jan/2017,BAREILLY(UP),340,800,800,800
19/Jan/2017,BAREILLY(UP),215,800,800,800
20/Jan/2017,BAREILLY(UP),405,825,825,825
21/Jan/2017,BAREILLY(UP),460,800,800,800
23/Jan/2017,BAREILLY(UP),995,750,750,750
25/Jan/2017,BAREILLY(UP),465,760,760,760
28/Jan/2017,BAREILLY(UP),950,750,750,750
30/Jan/2017,BAREILLY(UP),1000,740,740,740
01/Feb/2017,BAREILLY(UP),640,725,725,725
02/Feb/2017,BAREILLY(UP),490,740,740,740
03/Feb/2017,BAREILLY(UP),385,750,750,750
04/Feb/2017,BAREILLY(UP),240,775,775,775
06/Feb/2017,BAREILLY(UP),250,800,800,800
07/Feb/2017,BAREILLY(UP),500,790,790,790
08/Feb/2017,BAREILLY(UP),385,795,795,795
09/Feb/2017,BAREILLY(UP),680,800,800,800
10/Feb/2017,BAREILLY(UP),1885,730,730,730
13/Feb/2017,BAREILLY(UP),980,750,750,750
17/Feb/2017,BAREILLY(UP),2140,750,750,750
18/Feb/2017,BAREILLY(UP),275,775,775,775
20/Feb/2017,BAREILLY(UP),510,800,800,800
21/Feb/2017,BAREILLY(UP),650,825,825,825
22/Feb/2017,BAREILLY(UP),710,825,825,825
23/Feb/2017,BAREILLY(UP),285,850,850,850
25/Feb/2017,BAREILLY(UP),473,850,850,850
01/Mar/2017,BAREILLY(UP),706,775,775,775
02/Mar/2017,BAREILLY(UP),835,750,750,750
03/Mar/2017,BAREILLY(UP),1410,750,750,750
04/Mar/2017,BAREILLY(UP),1280,775,775,775
06/Mar/2017,BAREILLY(UP),1165,780,780,780
07/Mar/2017,BAREILLY(UP),540,785,785,785
08/Mar/2017,BAREILLY(UP),825,800,800,800
09/Mar/2017,BAREILLY(UP),780,800,800,800
15/Mar/2017,BAREILLY(UP),985,750,750,750
16/Mar/2017,BAREILLY(UP),1860,725,725,725
18/Mar/2017,BAREILLY(UP),740,800,800,800
20/Mar/2017,BAREILLY(UP),1260,800,800,800
21/Mar/2017,BAREILLY(UP),985,820,820,820
22/Mar/2017,BAREILLY(UP),1160,800,800,800
23/Mar/2017,BAREILLY(UP),949,825,825,825
24/Mar/2017,BAREILLY(UP),874,850,850,850
25/Mar/2017,BAREILLY(UP),885,850,850,850
27/Mar/2017,BAREILLY(UP),1460,850,850,850
28/Mar/2017,BAREILLY(UP),1620,825,825,825
01/Apr/2017,BAREILLY(UP),360,850,850,850
03/Apr/2017,BAREILLY(UP),915,875,875,875
06/Apr/2017,BAREILLY(UP),1160,860,860,860
07/Apr/2017,BAREILLY(UP),1395,825,825,825
10/Apr/2017,BAREILLY(UP),2070,850,850,850
12/Apr/2017,BAREILLY(UP),215,825,825,825
